1;1;legumes/salade/batavia_blonde.jpg;
2;2;legumes/salade/batavia_brune.png;
3;3;legumes/salade/laitue_blonde.jpg;
4;4;legumes/salade/laitue_brune.jpg;
5;5;legumes/salade/sucrine.jpg;
6;6;legumes/salade/rougette.jpg;
7;7;legumes/salade/iceberg.jpg;
8;8;legumes/salade/reine_glace.jpg;
9;9;legumes/salade/chene_blonde.jpg;
10;10;legumes/salade/chene_brune.png;
11;11;legumes/salade/chene_coupe.jpg;
12;12;legumes/salade/romaine_blonde.jpg;
13;13;legumes/salade/romaine_brune.jpg;
14;14;legumes/salade/scarole.jpg;
15;15;legumes/salade/frise.jpg;
16;16;legumes/salade/verone.jpg;
17;17;legumes/salade/pain_sucre.jpg;
18;18;legumes/salade/cornette.jpg;
19;19;legumes/salade/passion.jpg;
20;20;legumes/salade/epinard.jpg;
21;21;legumes/salade/mache.jpg;
22;22;legumes/chou/cabus.jpg;
23;23;legumes/chou/frise.jpg;
24;24;legumes/chou/fleur.jpg;
25;25;legumes/chou/brocoli.jpg;
26;26;legumes/chou/bruxelle.jpg;
27;27;legumes/chou/romanesco.jpg;
28;28;legumes/chou/romanesco.jpg;
29;29;legumes/chou/rave-rouge.jpg;
30;30;legumes/chou/kale.jpg;
31;31;legumes/chou/pontoise.jpg;
32;32;legumes/chou/fleur_vert.jpg;
33;33;legumes/chou/fourrager.jpg;
34;34;legumes/chou/chine.jpg;
35;35;legumes/curcubitace/courgette/long_vert.jpg;
36;36;legumes/curcubitace/courgette/rond_vert.jpg;
37;37;legumes/curcubitace/courgette/longue_jaune.jpg;
38;38;legumes/curcubitace/courgette/longue_blanc.jpg;
39;39;legumes/curcubitace/melon/melon-2314618_1920.jpg;
40;40;legumes/curcubitace/melon/charentais.jpg;
41;41;legumes/curcubitace/pasteque/melon_eau.jpg;
42;42;legumes/curcubitace/pasteque/confiture.jpg;
43;43;legumes/curcubitace/concombre/lisse.jpg;
44;44;legumes/curcubitace/concombre/epineux.jpg;
45;45;legumes/curcubitace/autre/courge.jpg;
46;46;legumes/curcubitace/autre/patisson.jpg;
47;47;legumes/curcubitace/autre/potimaron.jpg;
48;48;legumes/curcubitace/autre/butternut.jpg;
49;49;legumes/curcubitace/autre/carat.jpg;
50;50;legumes/curcubitace/autre/spaghetti.jpg;
51;51;legumes/tomate/tradi/moyenne.jpg;
52;52;legumes/tomate/tradi/moyenne.jpg;
